,Minirocket,Minirocket_AUG
ACSF1,0.84,0.7
Adiac,0.7877237851662404,0.4143222506393862
ArrowHead,0.76,0.5485714285714286
Beef,0.8333333333333334,0.4
BeetleFly,0.85,0.7
BirdChicken,0.9,0.9
BME,0.9933333333333333,0.88
Car,0.85,0.75
CBF,0.9944444444444445,0.8777777777777778
Chinatown,0.9737609329446064,0.9620991253644315
ChlorineConcentration,0.7255208333333333,0.55078125
CinCECGTorso,0.9963768115942029,0.6695652173913044
Coffee,1.0,0.9642857142857143
Computers,0.712,0.736
CricketX,0.7461538461538462,0.617948717948718
CricketY,0.7794871794871795,0.6435897435897436
CricketZ,0.8128205128205128,0.6435897435897436
DiatomSizeReduction,0.8856209150326797,0.7941176470588235
DistalPhalanxOutlineAgeGroup,0.7697841726618705,0.7553956834532374
DistalPhalanxOutlineCorrect,0.7681159420289855,0.7391304347826086
DistalPhalanxTW,0.6906474820143885,0.6330935251798561
Earthquakes,0.7482014388489209,0.7769784172661871
ECG200,0.88,0.8
ECG5000,0.9431111111111111,0.9313333333333333
ECGFiveDays,0.9767711962833914,0.7688734030197445
EOGHorizontalSignal,0.574585635359116,0.4530386740331492
EOGVerticalSignal,0.5580110497237569,0.4143646408839779
EthanolLevel,0.59,0.302
FaceAll,0.7514792899408284,0.6952662721893491
FaceFour,0.9772727272727273,0.5454545454545454
FacesUCR,0.8907317073170732,0.6834146341463415
FiftyWords,0.7868131868131868,0.5714285714285714
Fish,0.9542857142857143,0.7142857142857143
FordA,0.9068181818181819,0.9022727272727272
FordB,0.7444444444444445,0.7395061728395061
FreezerRegularTrain,0.9992982456140351,0.9898245614035087
FreezerSmallTrain,0.9996491228070176,0.9957894736842106
GunPoint,0.98,0.9
GunPointAgeSpan,0.9746835443037974,0.9240506329113924
GunPointMaleVersusFemale,0.9968354430379747,0.9936708860759493
GunPointOldVersusYoung,0.9650793650793651,0.9428571428571428
Ham,0.6952380952380952,0.6190476190476191
Haptics,0.4837662337662338,0.37987012987012986
Herring,0.609375,0.5625
HouseTwenty,0.9663865546218487,0.9831932773109243
InlineSkate,0.4309090909090909,0.33090909090909093
InsectEPGRegularTrain,0.9076305220883534,0.8634538152610441
InsectEPGSmallTrain,0.7991967871485943,0.678714859437751
InsectWingbeatSound,0.6868686868686869,0.5171717171717172
ItalyPowerDemand,0.9620991253644315,0.9329446064139941
LargeKitchenAppliances,0.7813333333333333,0.784
Lightning2,0.7540983606557377,0.6721311475409836
Lightning7,0.7397260273972602,0.5068493150684932
Mallat,0.9569296375266525,0.7914712153518124
Meat,0.9166666666666666,0.8
MedicalImages,0.7552631578947369,0.675
MiddlePhalanxOutlineAgeGroup,0.6233766233766234,0.5714285714285714
MiddlePhalanxOutlineCorrect,0.8213058419243986,0.7285223367697594
MiddlePhalanxTW,0.525974025974026,0.5974025974025974
MixedShapesRegularTrain,0.9554639175257732,0.9191752577319587
MixedShapesSmallTrain,0.9249484536082474,0.8643298969072165
MoteStrain,0.9289137380191693,0.8985623003194888
OliveOil,0.9333333333333333,0.4
OSULeaf,0.7107438016528925,0.6942148760330579
PhalangesOutlinesCorrect,0.8286713286713286,0.7004662004662005
Phoneme,0.3697257383966245,0.3212025316455696
PigAirwayPressure,0.11538461538461539,0.1346153846153846
PigArtPressure,0.625,0.5480769230769231
PigCVP,0.27884615384615385,0.3317307692307692
Plane,1.0,1.0
PowerCons,0.9666666666666667,0.8777777777777778
ProximalPhalanxOutlineAgeGroup,0.8341463414634146,0.8439024390243902
ProximalPhalanxOutlineCorrect,0.8934707903780069,0.7800687285223368
ProximalPhalanxTW,0.7902439024390244,0.7902439024390244
RefrigerationDevices,0.568,0.5546666666666666
Rock,0.94,0.74
ScreenType,0.48533333333333334,0.4693333333333333
SemgHandGenderCh2,0.965,0.8016666666666666
SemgHandMovementCh2,0.82,0.5666666666666667
SemgHandSubjectCh2,0.9177777777777778,0.7622222222222222
ShapeletSim,0.9277777777777778,0.8277777777777777
ShapesAll,0.86,0.6766666666666666
SmallKitchenAppliances,0.816,0.8213333333333334
SmoothSubspace,0.9933333333333333,0.96
SonyAIBORobotSurface1,0.8369384359400999,0.7437603993344426
SonyAIBORobotSurface2,0.8940188877229801,0.8289611752360966
Strawberry,0.9702702702702702,0.9054054054054054
SwedishLeaf,0.9648,0.8384
Symbols,0.9658291457286432,0.9025125628140703
SyntheticControl,0.9933333333333333,0.9733333333333334
ToeSegmentation1,0.9078947368421053,0.868421052631579
ToeSegmentation2,0.8461538461538461,0.8615384615384616
Trace,1.0,1.0
TwoLeadECG,0.9596136962247586,0.8665496049165935
TwoPatterns,0.998,0.9915
UMD,0.9097222222222222,0.7291666666666666
UWaveGestureLibraryX,0.8288665549972083,0.7875488553880514
UWaveGestureLibraryY,0.7621440536013401,0.689000558347292
UWaveGestureLibraryZ,0.7671691792294807,0.6962590731434952
Wafer,0.9974042829331603,0.9941596365996106
Wine,0.7407407407407407,0.5740740740740741
WordSynonyms,0.6912225705329154,0.5188087774294671
Worms,0.6753246753246753,0.6103896103896104
WormsTwoClass,0.8051948051948052,0.7792207792207793
Yoga,0.8723333333333333,0.665
