,Minirocket,Minirocket_AUG
ACSF1,0.88,0.96
Adiac,0.7800511508951407,0.6368286445012787
ArrowHead,0.8457142857142858,0.7257142857142858
Beef,0.8666666666666667,0.5333333333333333
BeetleFly,0.95,0.85
BirdChicken,0.9,0.85
BME,0.8933333333333333,0.7933333333333333
Car,0.8166666666666667,0.7666666666666667
CBF,0.9911111111111112,0.9855555555555555
Chinatown,0.956268221574344,0.9154518950437318
ChlorineConcentration,0.6778645833333333,0.6052083333333333
CinCECGTorso,0.9898550724637681,0.9826086956521739
Coffee,1.0,1.0
Computers,0.668,0.688
CricketX,0.7538461538461538,0.5641025641025641
CricketY,0.7794871794871795,0.6923076923076923
CricketZ,0.7666666666666667,0.6384615384615384
DiatomSizeReduction,0.9150326797385621,0.8137254901960784
DistalPhalanxOutlineAgeGroup,0.7769784172661871,0.7553956834532374
DistalPhalanxOutlineCorrect,0.7391304347826086,0.75
DistalPhalanxTW,0.6906474820143885,0.6330935251798561
Earthquakes,0.697841726618705,0.7194244604316546
ECG200,0.86,0.85
ECG5000,0.9433333333333334,0.9395555555555556
ECGFiveDays,0.9988385598141696,0.9907084785133565
EOGHorizontalSignal,0.48066298342541436,0.3729281767955801
EOGVerticalSignal,0.27624309392265195,0.22375690607734808
EthanolLevel,0.486,0.346
FaceAll,0.7917159763313609,0.8739644970414201
FaceFour,0.9659090909090909,0.75
FacesUCR,0.8785365853658537,0.8604878048780488
FiftyWords,0.7956043956043956,0.6989010989010989
Fish,0.9885714285714285,0.9428571428571428
FordA,0.9431818181818182,0.931060606060606
FordB,0.8012345679012346,0.7839506172839507
FreezerRegularTrain,0.9740350877192983,0.972280701754386
FreezerSmallTrain,0.9775438596491228,0.972280701754386
GunPoint,0.9933333333333333,0.9933333333333333
GunPointAgeSpan,0.9810126582278481,0.9778481012658228
GunPointMaleVersusFemale,0.9968354430379747,0.9936708860759493
GunPointOldVersusYoung,0.9968253968253968,0.9619047619047619
Ham,0.6666666666666666,0.6095238095238096
Haptics,0.3474025974025974,0.37337662337662336
Herring,0.703125,0.6875
HouseTwenty,0.907563025210084,0.865546218487395
InlineSkate,0.4781818181818182,0.4090909090909091
InsectEPGRegularTrain,0.9919678714859438,0.9718875502008032
InsectEPGSmallTrain,0.9397590361445783,0.8995983935742972
InsectWingbeatSound,0.6227272727272727,0.6050505050505051
ItalyPowerDemand,0.9630709426627794,0.924198250728863
LargeKitchenAppliances,0.704,0.632
Lightning2,0.6885245901639344,0.6885245901639344
Lightning7,0.7945205479452054,0.6986301369863014
Mallat,0.9458422174840085,0.8076759061833688
Meat,0.9,0.8166666666666667
MedicalImages,0.6907894736842105,0.6855263157894737
MiddlePhalanxOutlineAgeGroup,0.5909090909090909,0.564935064935065
MiddlePhalanxOutlineCorrect,0.8384879725085911,0.7457044673539519
MiddlePhalanxTW,0.5844155844155844,0.5194805194805194
MixedShapesRegularTrain,0.9731958762886598,0.9707216494845361
MixedShapesSmallTrain,0.951340206185567,0.9418556701030928
MoteStrain,0.9600638977635783,0.8993610223642172
OliveOil,0.8666666666666667,0.5333333333333333
OSULeaf,0.9669421487603306,0.9008264462809917
PhalangesOutlinesCorrect,0.7867132867132867,0.7272727272727273
Phoneme,0.26951476793248946,0.25738396624472576
PigAirwayPressure,0.5865384615384616,0.40384615384615385
PigArtPressure,1.0,1.0
PigCVP,0.9615384615384616,0.9230769230769231
Plane,1.0,1.0
PowerCons,0.9333333333333333,0.8277777777777777
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8439024390243902
ProximalPhalanxOutlineCorrect,0.865979381443299,0.8487972508591065
ProximalPhalanxTW,0.7804878048780488,0.7951219512195122
RefrigerationDevices,0.5573333333333333,0.5306666666666666
Rock,0.86,0.76
ScreenType,0.44533333333333336,0.47733333333333333
SemgHandGenderCh2,0.6616666666666666,0.54
SemgHandMovementCh2,0.3088888888888889,0.26222222222222225
SemgHandSubjectCh2,0.7222222222222222,0.5088888888888888
ShapeletSim,0.9944444444444445,0.7833333333333333
ShapesAll,0.9066666666666666,0.8666666666666667
SmallKitchenAppliances,0.7493333333333333,0.7653333333333333
SmoothSubspace,0.7733333333333333,0.84
SonyAIBORobotSurface1,0.8868552412645591,0.9217970049916805
SonyAIBORobotSurface2,0.9580272822665268,0.9181532004197271
Strawberry,0.9675675675675676,0.9648648648648649
SwedishLeaf,0.96,0.9248
Symbols,0.9557788944723619,0.9678391959798995
SyntheticControl,0.9866666666666667,0.9466666666666667
ToeSegmentation1,0.9605263157894737,0.8947368421052632
ToeSegmentation2,0.9076923076923077,0.9
Trace,0.99,1.0
TwoLeadECG,0.9973661106233538,0.8621597892888498
TwoPatterns,0.97325,0.927
UMD,0.9722222222222222,0.7986111111111112
UWaveGestureLibraryX,0.7694025683975433,0.7132886655499721
UWaveGestureLibraryY,0.5999441652707984,0.586823003908431
UWaveGestureLibraryZ,0.6867671691792295,0.644891122278057
Wafer,0.9983776768332252,0.9998377676833226
Wine,0.8148148148148148,0.5
WordSynonyms,0.6677115987460815,0.5736677115987461
Worms,0.8051948051948052,0.7402597402597403
WormsTwoClass,0.8441558441558441,0.7662337662337663
Yoga,0.8453333333333334,0.741
