,Minirocket,Minirocket_AUG
ACSF1,0.85,0.75
Adiac,0.7953964194373402,0.4936061381074169
ArrowHead,0.7771428571428571,0.6114285714285714
Beef,0.8666666666666667,0.4
BeetleFly,0.75,0.7
BirdChicken,0.9,0.8
BME,0.9933333333333333,0.9933333333333333
Car,0.8833333333333333,0.6833333333333333
CBF,0.9933333333333333,0.9488888888888889
Chinatown,0.9795918367346939,0.956268221574344
ChlorineConcentration,0.7229166666666667,0.5486979166666667
CinCECGTorso,0.9978260869565218,0.7275362318840579
Coffee,1.0,0.9285714285714286
Computers,0.7,0.704
CricketX,0.7461538461538462,0.6538461538461539
CricketY,0.7846153846153846,0.7102564102564103
CricketZ,0.8153846153846154,0.7333333333333333
DiatomSizeReduction,0.8856209150326797,0.8202614379084967
DistalPhalanxOutlineAgeGroup,0.7553956834532374,0.7553956834532374
DistalPhalanxOutlineCorrect,0.782608695652174,0.7536231884057971
DistalPhalanxTW,0.6906474820143885,0.6546762589928058
Earthquakes,0.7482014388489209,0.7553956834532374
ECG200,0.87,0.82
ECG5000,0.9426666666666667,0.9346666666666666
ECGFiveDays,0.9849012775842044,0.9384436701509872
EOGHorizontalSignal,0.5524861878453039,0.5524861878453039
EOGVerticalSignal,0.5469613259668509,0.47513812154696133
EthanolLevel,0.576,0.328
FaceAll,0.7585798816568048,0.6869822485207101
FaceFour,0.9772727272727273,0.8068181818181818
FacesUCR,0.8907317073170732,0.7882926829268293
FiftyWords,0.789010989010989,0.6593406593406593
Fish,0.96,0.84
FordA,0.9,0.906060606060606
FordB,0.7469135802469136,0.7469135802469136
FreezerRegularTrain,0.9992982456140351,0.991578947368421
FreezerSmallTrain,0.9992982456140351,0.9747368421052631
GunPoint,0.9733333333333334,0.9533333333333334
GunPointAgeSpan,0.9651898734177216,0.9462025316455697
GunPointMaleVersusFemale,0.9968354430379747,0.9968354430379747
GunPointOldVersusYoung,0.9619047619047619,0.9682539682539683
Ham,0.6952380952380952,0.6476190476190476
Haptics,0.4967532467532468,0.4155844155844156
Herring,0.578125,0.65625
HouseTwenty,0.9831932773109243,0.9747899159663865
InlineSkate,0.44545454545454544,0.3236363636363636
InsectEPGRegularTrain,0.9036144578313253,0.8995983935742972
InsectEPGSmallTrain,0.8433734939759037,0.7710843373493976
InsectWingbeatSound,0.6792929292929293,0.5616161616161616
ItalyPowerDemand,0.9630709426627794,0.9455782312925171
LargeKitchenAppliances,0.792,0.784
Lightning2,0.7377049180327869,0.7049180327868853
Lightning7,0.726027397260274,0.6575342465753424
Mallat,0.967590618336887,0.8801705756929638
Meat,0.9333333333333333,0.7833333333333333
MedicalImages,0.756578947368421,0.7013157894736842
MiddlePhalanxOutlineAgeGroup,0.6038961038961039,0.5909090909090909
MiddlePhalanxOutlineCorrect,0.8144329896907216,0.7869415807560137
MiddlePhalanxTW,0.5714285714285714,0.5584415584415584
MixedShapesRegularTrain,0.9521649484536082,0.934020618556701
MixedShapesSmallTrain,0.9237113402061856,0.9010309278350516
MoteStrain,0.920926517571885,0.8610223642172524
OliveOil,0.9333333333333333,0.7
OSULeaf,0.7231404958677686,0.6900826446280992
PhalangesOutlinesCorrect,0.8286713286713286,0.7482517482517482
Phoneme,0.37236286919831224,0.34282700421940926
PigAirwayPressure,0.125,0.1201923076923077
PigArtPressure,0.6201923076923077,0.6394230769230769
PigCVP,0.3076923076923077,0.3798076923076923
Plane,1.0,1.0
PowerCons,0.9555555555555556,0.9
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8439024390243902
ProximalPhalanxOutlineCorrect,0.8831615120274914,0.8109965635738832
ProximalPhalanxTW,0.8048780487804879,0.8
RefrigerationDevices,0.568,0.5413333333333333
Rock,0.94,0.82
ScreenType,0.49333333333333335,0.4693333333333333
SemgHandGenderCh2,0.9716666666666667,0.8833333333333333
SemgHandMovementCh2,0.8177777777777778,0.6644444444444444
SemgHandSubjectCh2,0.9111111111111111,0.82
ShapeletSim,0.9111111111111111,0.8222222222222222
ShapesAll,0.845,0.7566666666666667
SmallKitchenAppliances,0.8293333333333334,0.8053333333333333
SmoothSubspace,0.9933333333333333,0.9866666666666667
SonyAIBORobotSurface1,0.831946755407654,0.7154742096505824
SonyAIBORobotSurface2,0.844700944386149,0.8205666316894019
Strawberry,0.972972972972973,0.9351351351351351
SwedishLeaf,0.9584,0.9056
Symbols,0.9668341708542714,0.9276381909547738
SyntheticControl,0.9966666666666667,0.9833333333333333
ToeSegmentation1,0.8947368421052632,0.8903508771929824
ToeSegmentation2,0.8461538461538461,0.8307692307692308
Trace,0.99,1.0
TwoLeadECG,0.9648814749780509,0.8964003511852502
TwoPatterns,0.99825,0.9975
UMD,0.9166666666666666,0.7777777777777778
UWaveGestureLibraryX,0.8288665549972083,0.8040201005025126
UWaveGestureLibraryY,0.7635399218313791,0.7417643774427694
UWaveGestureLibraryZ,0.7674483528754885,0.7414852037967616
Wafer,0.9980532121998702,0.9974042829331603
Wine,0.7592592592592593,0.48148148148148145
WordSynonyms,0.700626959247649,0.5815047021943573
Worms,0.6883116883116883,0.6753246753246753
WormsTwoClass,0.8051948051948052,0.7922077922077922
Yoga,0.8616666666666667,0.7173333333333334
