,Minirocket,Minirocket_AUG
ACSF1,0.87,0.79
Adiac,0.7058823529411765,0.5575447570332481
ArrowHead,0.72,0.5942857142857143
Beef,0.5666666666666667,0.5
BeetleFly,0.7,0.75
BirdChicken,0.9,0.9
BME,0.9066666666666666,0.8733333333333333
Car,0.7666666666666667,0.6666666666666666
CBF,0.9677777777777777,0.9011111111111111
Chinatown,0.9008746355685131,0.9183673469387755
ChlorineConcentration,0.5986979166666667,0.5447916666666667
CinCECGTorso,0.7942028985507247,0.6507246376811594
Coffee,1.0,1.0
Computers,0.708,0.716
CricketX,0.5666666666666667,0.5487179487179488
CricketY,0.5435897435897435,0.5666666666666667
CricketZ,0.6205128205128205,0.5743589743589743
DiatomSizeReduction,0.9411764705882353,0.8627450980392157
DistalPhalanxOutlineAgeGroup,0.7050359712230215,0.6906474820143885
DistalPhalanxOutlineCorrect,0.7862318840579711,0.7355072463768116
DistalPhalanxTW,0.6474820143884892,0.6187050359712231
Earthquakes,0.7410071942446043,0.7482014388489209
ECG200,0.83,0.81
ECG5000,0.9388888888888889,0.9251111111111111
ECGFiveDays,0.7793263646922184,0.7282229965156795
EOGHorizontalSignal,0.569060773480663,0.5469613259668509
EOGVerticalSignal,0.425414364640884,0.40607734806629836
EthanolLevel,0.34,0.296
FaceAll,0.7538461538461538,0.6970414201183432
FaceFour,0.6477272727272727,0.4090909090909091
FacesUCR,0.7053658536585365,0.6165853658536585
FiftyWords,0.5978021978021978,0.5538461538461539
Fish,0.7714285714285715,0.6571428571428571
FordA,0.9143939393939394,0.8954545454545455
FordB,0.7469135802469136,0.6975308641975309
FreezerRegularTrain,0.9989473684210526,0.9985964912280701
FreezerSmallTrain,0.9712280701754386,0.9754385964912281
GunPoint,0.9533333333333334,0.9133333333333333
GunPointAgeSpan,0.9493670886075949,0.9335443037974683
GunPointMaleVersusFemale,0.990506329113924,0.9873417721518988
GunPointOldVersusYoung,0.9809523809523809,0.9492063492063492
Ham,0.638095238095238,0.5428571428571428
Haptics,0.4642857142857143,0.37987012987012986
Herring,0.546875,0.625
HouseTwenty,0.9411764705882353,0.9327731092436975
InlineSkate,0.43636363636363634,0.4581818181818182
InsectEPGRegularTrain,0.9357429718875502,0.9036144578313253
InsectEPGSmallTrain,0.8514056224899599,0.8152610441767069
InsectWingbeatSound,0.5631313131313131,0.544949494949495
ItalyPowerDemand,0.8950437317784257,0.8542274052478134
LargeKitchenAppliances,0.8506666666666667,0.8426666666666667
Lightning2,0.7213114754098361,0.6885245901639344
Lightning7,0.6712328767123288,0.6301369863013698
Mallat,0.9095948827292111,0.7786780383795309
Meat,0.9166666666666666,0.75
MedicalImages,0.756578947368421,0.7210526315789474
MiddlePhalanxOutlineAgeGroup,0.6103896103896104,0.577922077922078
MiddlePhalanxOutlineCorrect,0.7628865979381443,0.7422680412371134
MiddlePhalanxTW,0.5454545454545454,0.5324675324675324
MixedShapesRegularTrain,0.9150515463917526,0.8849484536082475
MixedShapesSmallTrain,0.8630927835051546,0.831340206185567
MoteStrain,0.8466453674121406,0.8011182108626198
OliveOil,0.7333333333333333,0.5333333333333333
OSULeaf,0.6983471074380165,0.6611570247933884
PhalangesOutlinesCorrect,0.782051282051282,0.7389277389277389
Phoneme,0.2974683544303797,0.2779535864978903
PigAirwayPressure,0.3269230769230769,0.2980769230769231
PigArtPressure,0.8846153846153846,0.6682692307692307
PigCVP,0.5432692307692307,0.35096153846153844
Plane,0.9809523809523809,0.9904761904761905
PowerCons,0.8833333333333333,0.8444444444444444
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8341463414634146
ProximalPhalanxOutlineCorrect,0.852233676975945,0.8384879725085911
ProximalPhalanxTW,0.7609756097560976,0.7707317073170732
RefrigerationDevices,0.49866666666666665,0.5226666666666666
Rock,0.72,0.62
ScreenType,0.5253333333333333,0.43466666666666665
SemgHandGenderCh2,0.8716666666666667,0.7916666666666666
SemgHandMovementCh2,0.6666666666666666,0.5177777777777778
SemgHandSubjectCh2,0.8111111111111111,0.7311111111111112
ShapeletSim,1.0,0.9888888888888889
ShapesAll,0.795,0.675
SmallKitchenAppliances,0.8133333333333334,0.8053333333333333
SmoothSubspace,0.8533333333333334,0.7733333333333333
SonyAIBORobotSurface1,0.8668885191347754,0.8835274542429284
SonyAIBORobotSurface2,0.9160545645330536,0.9055613850996852
Strawberry,0.9405405405405406,0.8621621621621621
SwedishLeaf,0.8992,0.8464
Symbols,0.9537688442211055,0.9407035175879397
SyntheticControl,0.97,0.92
ToeSegmentation1,0.8508771929824561,0.7763157894736842
ToeSegmentation2,0.7769230769230769,0.7384615384615385
Trace,1.0,0.99
TwoLeadECG,0.8463564530289728,0.8156277436347673
TwoPatterns,0.8475,0.80325
UMD,0.8888888888888888,0.9027777777777778
UWaveGestureLibraryX,0.7526521496370743,0.7211055276381909
UWaveGestureLibraryY,0.6912339475153545,0.6633165829145728
UWaveGestureLibraryZ,0.6998883305415968,0.6594081518704634
Wafer,0.9980532121998702,0.9972420506164829
Wine,0.3888888888888889,0.5185185185185185
WordSynonyms,0.5454545454545454,0.4843260188087774
Worms,0.7272727272727273,0.7662337662337663
WormsTwoClass,0.8571428571428571,0.8051948051948052
Yoga,0.78,0.6893333333333334
