,Minirocket,Minirocket_AUG
ACSF1,0.87,0.78
Adiac,0.7058823529411765,0.6572890025575447
ArrowHead,0.72,0.7314285714285714
Beef,0.5666666666666667,0.43333333333333335
BeetleFly,0.7,0.75
BirdChicken,0.9,0.9
BME,0.9066666666666666,0.9533333333333334
Car,0.7666666666666667,0.7
CBF,0.9677777777777777,0.9633333333333334
Chinatown,0.9008746355685131,0.8833819241982507
ChlorineConcentration,0.5986979166666667,0.5614583333333333
CinCECGTorso,0.7942028985507247,0.7253623188405797
Coffee,1.0,1.0
Computers,0.708,0.708
CricketX,0.5666666666666667,0.5871794871794872
CricketY,0.5435897435897435,0.5897435897435898
CricketZ,0.6205128205128205,0.6051282051282051
DiatomSizeReduction,0.9411764705882353,0.869281045751634
DistalPhalanxOutlineAgeGroup,0.7050359712230215,0.7338129496402878
DistalPhalanxOutlineCorrect,0.7862318840579711,0.7644927536231884
DistalPhalanxTW,0.6474820143884892,0.6474820143884892
Earthquakes,0.7410071942446043,0.762589928057554
ECG200,0.83,0.85
ECG5000,0.9388888888888889,0.9322222222222222
ECGFiveDays,0.7793263646922184,0.7735191637630662
EOGHorizontalSignal,0.569060773480663,0.5331491712707183
EOGVerticalSignal,0.425414364640884,0.4088397790055249
EthanolLevel,0.34,0.322
FaceAll,0.7538461538461538,0.7414201183431952
FaceFour,0.6477272727272727,0.5
FacesUCR,0.7053658536585365,0.6785365853658537
FiftyWords,0.5978021978021978,0.5846153846153846
Fish,0.7714285714285715,0.7771428571428571
FordA,0.9143939393939394,0.8962121212121212
FordB,0.7469135802469136,0.7271604938271605
FreezerRegularTrain,0.9989473684210526,0.9992982456140351
FreezerSmallTrain,0.9712280701754386,0.9828070175438597
GunPoint,0.9533333333333334,0.9533333333333334
GunPointAgeSpan,0.9493670886075949,0.9588607594936709
GunPointMaleVersusFemale,0.990506329113924,0.990506329113924
GunPointOldVersusYoung,0.9809523809523809,0.9714285714285714
Ham,0.638095238095238,0.6666666666666666
Haptics,0.4642857142857143,0.43506493506493504
Herring,0.546875,0.59375
HouseTwenty,0.9411764705882353,0.9411764705882353
InlineSkate,0.43636363636363634,0.4581818181818182
InsectEPGRegularTrain,0.9357429718875502,0.9357429718875502
InsectEPGSmallTrain,0.8514056224899599,0.8433734939759037
InsectWingbeatSound,0.5631313131313131,0.5656565656565656
ItalyPowerDemand,0.8950437317784257,0.8406219630709426
LargeKitchenAppliances,0.8506666666666667,0.8666666666666667
Lightning2,0.7213114754098361,0.6885245901639344
Lightning7,0.6712328767123288,0.684931506849315
Mallat,0.9095948827292111,0.826865671641791
Meat,0.9166666666666666,0.8333333333333334
MedicalImages,0.756578947368421,0.7315789473684211
MiddlePhalanxOutlineAgeGroup,0.6103896103896104,0.5909090909090909
MiddlePhalanxOutlineCorrect,0.7628865979381443,0.7422680412371134
MiddlePhalanxTW,0.5454545454545454,0.551948051948052
MixedShapesRegularTrain,0.9150515463917526,0.9068041237113402
MixedShapesSmallTrain,0.8630927835051546,0.8478350515463917
MoteStrain,0.8466453674121406,0.8753993610223643
OliveOil,0.7333333333333333,0.7333333333333333
OSULeaf,0.6983471074380165,0.6900826446280992
PhalangesOutlinesCorrect,0.782051282051282,0.752913752913753
Phoneme,0.2974683544303797,0.2979957805907173
PigAirwayPressure,0.3269230769230769,0.28365384615384615
PigArtPressure,0.8846153846153846,0.7788461538461539
PigCVP,0.5432692307692307,0.4326923076923077
Plane,0.9809523809523809,0.9904761904761905
PowerCons,0.8833333333333333,0.9
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.824390243902439
ProximalPhalanxOutlineCorrect,0.852233676975945,0.852233676975945
ProximalPhalanxTW,0.7609756097560976,0.7804878048780488
RefrigerationDevices,0.49866666666666665,0.504
Rock,0.72,0.62
ScreenType,0.5253333333333333,0.48533333333333334
SemgHandGenderCh2,0.8716666666666667,0.8383333333333334
SemgHandMovementCh2,0.6666666666666666,0.5777777777777777
SemgHandSubjectCh2,0.8111111111111111,0.7577777777777778
ShapeletSim,1.0,0.9833333333333333
ShapesAll,0.795,0.7766666666666666
SmallKitchenAppliances,0.8133333333333334,0.8133333333333334
SmoothSubspace,0.8533333333333334,0.8466666666666667
SonyAIBORobotSurface1,0.8668885191347754,0.8752079866888519
SonyAIBORobotSurface2,0.9160545645330536,0.9202518363064008
Strawberry,0.9405405405405406,0.8756756756756757
SwedishLeaf,0.8992,0.8768
Symbols,0.9537688442211055,0.9587939698492463
SyntheticControl,0.97,0.9633333333333334
ToeSegmentation1,0.8508771929824561,0.8333333333333334
ToeSegmentation2,0.7769230769230769,0.7538461538461538
Trace,1.0,0.99
TwoLeadECG,0.8463564530289728,0.8366988586479368
TwoPatterns,0.8475,0.8455
UMD,0.8888888888888888,0.8611111111111112
UWaveGestureLibraryX,0.7526521496370743,0.7431602456728085
UWaveGestureLibraryY,0.6912339475153545,0.6834170854271356
UWaveGestureLibraryZ,0.6998883305415968,0.6873255164712451
Wafer,0.9980532121998702,0.9965931213497728
Wine,0.3888888888888889,0.5185185185185185
WordSynonyms,0.5454545454545454,0.5141065830721003
Worms,0.7272727272727273,0.7272727272727273
WormsTwoClass,0.8571428571428571,0.7792207792207793
Yoga,0.78,0.7263333333333334
