,Minirocket,Minirocket_AUG
ACSF1,0.88,0.93
Adiac,0.7800511508951407,0.7672634271099744
ArrowHead,0.8457142857142858,0.7085714285714285
Beef,0.8666666666666667,0.7333333333333333
BeetleFly,0.95,1.0
BirdChicken,0.9,0.9
BME,0.8933333333333333,0.9666666666666667
Car,0.8166666666666667,0.8666666666666667
CBF,0.9911111111111112,0.9966666666666667
Chinatown,0.956268221574344,0.9504373177842566
ChlorineConcentration,0.6778645833333333,0.6700520833333333
CinCECGTorso,0.9898550724637681,0.9789855072463768
Coffee,1.0,1.0
Computers,0.668,0.704
CricketX,0.7538461538461538,0.7076923076923077
CricketY,0.7794871794871795,0.7666666666666667
CricketZ,0.7666666666666667,0.735897435897436
DiatomSizeReduction,0.9150326797385621,0.9019607843137255
DistalPhalanxOutlineAgeGroup,0.7769784172661871,0.7338129496402878
DistalPhalanxOutlineCorrect,0.7391304347826086,0.7572463768115942
DistalPhalanxTW,0.6906474820143885,0.697841726618705
Earthquakes,0.697841726618705,0.7482014388489209
ECG200,0.86,0.83
ECG5000,0.9433333333333334,0.9442222222222222
ECGFiveDays,0.9988385598141696,0.9872241579558653
EOGHorizontalSignal,0.48066298342541436,0.4530386740331492
EOGVerticalSignal,0.27624309392265195,0.27348066298342544
EthanolLevel,0.486,0.406
FaceAll,0.7917159763313609,0.8023668639053254
FaceFour,0.9659090909090909,0.8863636363636364
FacesUCR,0.8785365853658537,0.92
FiftyWords,0.7956043956043956,0.7582417582417582
Fish,0.9885714285714285,0.9657142857142857
FordA,0.9431818181818182,0.9401515151515152
FordB,0.8012345679012346,0.8012345679012346
FreezerRegularTrain,0.9740350877192983,0.9726315789473684
FreezerSmallTrain,0.9775438596491228,0.9617543859649123
GunPoint,0.9933333333333333,0.9933333333333333
GunPointAgeSpan,0.9810126582278481,0.9873417721518988
GunPointMaleVersusFemale,0.9968354430379747,0.9936708860759493
GunPointOldVersusYoung,0.9968253968253968,0.9968253968253968
Ham,0.6666666666666666,0.7238095238095238
Haptics,0.3474025974025974,0.41233766233766234
Herring,0.703125,0.71875
HouseTwenty,0.907563025210084,0.8823529411764706
InlineSkate,0.4781818181818182,0.4163636363636364
InsectEPGRegularTrain,0.9919678714859438,0.9959839357429718
InsectEPGSmallTrain,0.9397590361445783,0.9477911646586346
InsectWingbeatSound,0.6227272727272727,0.603030303030303
ItalyPowerDemand,0.9630709426627794,0.9484936831875608
LargeKitchenAppliances,0.704,0.6186666666666667
Lightning2,0.6885245901639344,0.6065573770491803
Lightning7,0.7945205479452054,0.7534246575342466
Mallat,0.9458422174840085,0.8801705756929638
Meat,0.9,0.85
MedicalImages,0.6907894736842105,0.7197368421052631
MiddlePhalanxOutlineAgeGroup,0.5909090909090909,0.538961038961039
MiddlePhalanxOutlineCorrect,0.8384879725085911,0.8075601374570447
MiddlePhalanxTW,0.5844155844155844,0.551948051948052
MixedShapesRegularTrain,0.9731958762886598,0.9752577319587629
MixedShapesSmallTrain,0.951340206185567,0.9451546391752578
MoteStrain,0.9600638977635783,0.950479233226837
OliveOil,0.8666666666666667,0.7
OSULeaf,0.9669421487603306,0.9545454545454546
PhalangesOutlinesCorrect,0.7867132867132867,0.7808857808857809
Phoneme,0.26951476793248946,0.26476793248945146
PigAirwayPressure,0.5865384615384616,0.5913461538461539
PigArtPressure,1.0,0.9903846153846154
PigCVP,0.9615384615384616,0.8846153846153846
Plane,1.0,1.0
PowerCons,0.9333333333333333,0.9
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.848780487804878
ProximalPhalanxOutlineCorrect,0.865979381443299,0.8900343642611683
ProximalPhalanxTW,0.7804878048780488,0.7951219512195122
RefrigerationDevices,0.5573333333333333,0.49866666666666665
Rock,0.86,0.84
ScreenType,0.44533333333333336,0.464
SemgHandGenderCh2,0.6616666666666666,0.6983333333333334
SemgHandMovementCh2,0.3088888888888889,0.29333333333333333
SemgHandSubjectCh2,0.7222222222222222,0.6555555555555556
ShapeletSim,0.9944444444444445,0.9611111111111111
ShapesAll,0.9066666666666666,0.8816666666666667
SmallKitchenAppliances,0.7493333333333333,0.76
SmoothSubspace,0.7733333333333333,0.8933333333333333
SonyAIBORobotSurface1,0.8868552412645591,0.8885191347753744
SonyAIBORobotSurface2,0.9580272822665268,0.9580272822665268
Strawberry,0.9675675675675676,0.9675675675675676
SwedishLeaf,0.96,0.96
Symbols,0.9557788944723619,0.9628140703517588
SyntheticControl,0.9866666666666667,0.9833333333333333
ToeSegmentation1,0.9605263157894737,0.9342105263157895
ToeSegmentation2,0.9076923076923077,0.9230769230769231
Trace,0.99,1.0
TwoLeadECG,0.9973661106233538,0.9929762949956101
TwoPatterns,0.97325,0.97825
UMD,0.9722222222222222,0.9861111111111112
UWaveGestureLibraryX,0.7694025683975433,0.7543271915131211
UWaveGestureLibraryY,0.5999441652707984,0.5804020100502513
UWaveGestureLibraryZ,0.6867671691792295,0.6862088218872139
Wafer,0.9983776768332252,0.9998377676833226
Wine,0.8148148148148148,0.6296296296296297
WordSynonyms,0.6677115987460815,0.6363636363636364
Worms,0.8051948051948052,0.7792207792207793
WormsTwoClass,0.8441558441558441,0.8181818181818182
Yoga,0.8453333333333334,0.838
