,Minirocket,Minirocket_AUG
ACSF1,0.88,0.94
Adiac,0.7800511508951407,0.731457800511509
ArrowHead,0.8457142857142858,0.7428571428571429
Beef,0.8666666666666667,0.6666666666666666
BeetleFly,0.95,0.95
BirdChicken,0.9,0.9
BME,0.8933333333333333,0.9733333333333334
Car,0.8166666666666667,0.8333333333333334
CBF,0.9911111111111112,0.9777777777777777
Chinatown,0.956268221574344,0.9708454810495627
ChlorineConcentration,0.6778645833333333,0.67421875
CinCECGTorso,0.9898550724637681,0.9905797101449275
Coffee,1.0,1.0
Computers,0.668,0.652
CricketX,0.7538461538461538,0.6974358974358974
CricketY,0.7794871794871795,0.6820512820512821
CricketZ,0.7666666666666667,0.735897435897436
DiatomSizeReduction,0.9150326797385621,0.8921568627450981
DistalPhalanxOutlineAgeGroup,0.7769784172661871,0.762589928057554
DistalPhalanxOutlineCorrect,0.7391304347826086,0.7644927536231884
DistalPhalanxTW,0.6906474820143885,0.6474820143884892
Earthquakes,0.697841726618705,0.7697841726618705
ECG200,0.86,0.85
ECG5000,0.9433333333333334,0.9395555555555556
ECGFiveDays,0.9988385598141696,0.9872241579558653
EOGHorizontalSignal,0.48066298342541436,0.4088397790055249
EOGVerticalSignal,0.27624309392265195,0.2513812154696133
EthanolLevel,0.486,0.488
FaceAll,0.7917159763313609,0.8136094674556213
FaceFour,0.9659090909090909,0.9204545454545454
FacesUCR,0.8785365853658537,0.8970731707317073
FiftyWords,0.7956043956043956,0.6945054945054945
Fish,0.9885714285714285,0.96
FordA,0.9431818181818182,0.953030303030303
FordB,0.8012345679012346,0.7790123456790123
FreezerRegularTrain,0.9740350877192983,0.9694736842105263
FreezerSmallTrain,0.9775438596491228,0.9578947368421052
GunPoint,0.9933333333333333,0.9666666666666667
GunPointAgeSpan,0.9810126582278481,0.9778481012658228
GunPointMaleVersusFemale,0.9968354430379747,0.990506329113924
GunPointOldVersusYoung,0.9968253968253968,0.9904761904761905
Ham,0.6666666666666666,0.6
Haptics,0.3474025974025974,0.32792207792207795
Herring,0.703125,0.640625
HouseTwenty,0.907563025210084,0.8907563025210085
InlineSkate,0.4781818181818182,0.5
InsectEPGRegularTrain,0.9919678714859438,0.9839357429718876
InsectEPGSmallTrain,0.9397590361445783,0.9196787148594378
InsectWingbeatSound,0.6227272727272727,0.5984848484848485
ItalyPowerDemand,0.9630709426627794,0.9407191448007775
LargeKitchenAppliances,0.704,0.664
Lightning2,0.6885245901639344,0.6885245901639344
Lightning7,0.7945205479452054,0.7123287671232876
Mallat,0.9458422174840085,0.8921108742004265
Meat,0.9,0.8
MedicalImages,0.6907894736842105,0.7421052631578947
MiddlePhalanxOutlineAgeGroup,0.5909090909090909,0.551948051948052
MiddlePhalanxOutlineCorrect,0.8384879725085911,0.8006872852233677
MiddlePhalanxTW,0.5844155844155844,0.551948051948052
MixedShapesRegularTrain,0.9731958762886598,0.9703092783505155
MixedShapesSmallTrain,0.951340206185567,0.9451546391752578
MoteStrain,0.9600638977635783,0.9464856230031949
OliveOil,0.8666666666666667,0.7666666666666667
OSULeaf,0.9669421487603306,0.9214876033057852
PhalangesOutlinesCorrect,0.7867132867132867,0.7785547785547785
Phoneme,0.26951476793248946,0.270042194092827
PigAirwayPressure,0.5865384615384616,0.5721153846153846
PigArtPressure,1.0,0.9903846153846154
PigCVP,0.9615384615384616,0.8846153846153846
Plane,1.0,1.0
PowerCons,0.9333333333333333,0.8944444444444445
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8634146341463415
ProximalPhalanxOutlineCorrect,0.865979381443299,0.8762886597938144
ProximalPhalanxTW,0.7804878048780488,0.7902439024390244
RefrigerationDevices,0.5573333333333333,0.528
Rock,0.86,0.82
ScreenType,0.44533333333333336,0.42133333333333334
SemgHandGenderCh2,0.6616666666666666,0.63
SemgHandMovementCh2,0.3088888888888889,0.30444444444444446
SemgHandSubjectCh2,0.7222222222222222,0.5977777777777777
ShapeletSim,0.9944444444444445,0.7611111111111111
ShapesAll,0.9066666666666666,0.8683333333333333
SmallKitchenAppliances,0.7493333333333333,0.7413333333333333
SmoothSubspace,0.7733333333333333,0.8133333333333334
SonyAIBORobotSurface1,0.8868552412645591,0.8552412645590682
SonyAIBORobotSurface2,0.9580272822665268,0.9087093389296957
Strawberry,0.9675675675675676,0.9513513513513514
SwedishLeaf,0.96,0.9504
Symbols,0.9557788944723619,0.9668341708542714
SyntheticControl,0.9866666666666667,0.9866666666666667
ToeSegmentation1,0.9605263157894737,0.9298245614035088
ToeSegmentation2,0.9076923076923077,0.9076923076923077
Trace,0.99,1.0
TwoLeadECG,0.9973661106233538,0.9754170324846356
TwoPatterns,0.97325,0.96725
UMD,0.9722222222222222,0.8819444444444444
UWaveGestureLibraryX,0.7694025683975433,0.7342266890005583
UWaveGestureLibraryY,0.5999441652707984,0.5731434952540481
UWaveGestureLibraryZ,0.6867671691792295,0.6527079843662759
Wafer,0.9983776768332252,0.9998377676833226
Wine,0.8148148148148148,0.6111111111111112
WordSynonyms,0.6677115987460815,0.5909090909090909
Worms,0.8051948051948052,0.7922077922077922
WormsTwoClass,0.8441558441558441,0.7402597402597403
Yoga,0.8453333333333334,0.8106666666666666
