,Minirocket,Minirocket_AUG
ACSF1,0.88,0.92
Adiac,0.7800511508951407,0.6649616368286445
ArrowHead,0.8457142857142858,0.7085714285714285
Beef,0.8666666666666667,0.6333333333333333
BeetleFly,0.95,0.95
BirdChicken,0.9,0.9
BME,0.8933333333333333,0.8066666666666666
Car,0.8166666666666667,0.7833333333333333
CBF,0.9911111111111112,0.9655555555555555
Chinatown,0.956268221574344,0.9708454810495627
ChlorineConcentration,0.6778645833333333,0.6393229166666666
CinCECGTorso,0.9898550724637681,0.9746376811594203
Coffee,1.0,0.9642857142857143
Computers,0.668,0.664
CricketX,0.7538461538461538,0.6435897435897436
CricketY,0.7794871794871795,0.6948717948717948
CricketZ,0.7666666666666667,0.6282051282051282
DiatomSizeReduction,0.9150326797385621,0.8071895424836601
DistalPhalanxOutlineAgeGroup,0.7769784172661871,0.7338129496402878
DistalPhalanxOutlineCorrect,0.7391304347826086,0.7608695652173914
DistalPhalanxTW,0.6906474820143885,0.6618705035971223
Earthquakes,0.697841726618705,0.7266187050359713
ECG200,0.86,0.87
ECG5000,0.9433333333333334,0.9404444444444444
ECGFiveDays,0.9988385598141696,0.9825783972125436
EOGHorizontalSignal,0.48066298342541436,0.35911602209944754
EOGVerticalSignal,0.27624309392265195,0.26243093922651933
EthanolLevel,0.486,0.408
FaceAll,0.7917159763313609,0.8224852071005917
FaceFour,0.9659090909090909,0.7727272727272727
FacesUCR,0.8785365853658537,0.8682926829268293
FiftyWords,0.7956043956043956,0.6901098901098901
Fish,0.9885714285714285,0.9542857142857143
FordA,0.9431818181818182,0.9424242424242424
FordB,0.8012345679012346,0.7691358024691358
FreezerRegularTrain,0.9740350877192983,0.9659649122807018
FreezerSmallTrain,0.9775438596491228,0.9189473684210526
GunPoint,0.9933333333333333,0.9666666666666667
GunPointAgeSpan,0.9810126582278481,0.9778481012658228
GunPointMaleVersusFemale,0.9968354430379747,0.9936708860759493
GunPointOldVersusYoung,0.9968253968253968,0.9714285714285714
Ham,0.6666666666666666,0.6476190476190476
Haptics,0.3474025974025974,0.37012987012987014
Herring,0.703125,0.609375
HouseTwenty,0.907563025210084,0.8739495798319328
InlineSkate,0.4781818181818182,0.4672727272727273
InsectEPGRegularTrain,0.9919678714859438,0.9518072289156626
InsectEPGSmallTrain,0.9397590361445783,0.9397590361445783
InsectWingbeatSound,0.6227272727272727,0.5823232323232324
ItalyPowerDemand,0.9630709426627794,0.9523809523809523
LargeKitchenAppliances,0.704,0.6
Lightning2,0.6885245901639344,0.7049180327868853
Lightning7,0.7945205479452054,0.6986301369863014
Mallat,0.9458422174840085,0.8302771855010661
Meat,0.9,0.8333333333333334
MedicalImages,0.6907894736842105,0.7026315789473684
MiddlePhalanxOutlineAgeGroup,0.5909090909090909,0.6103896103896104
MiddlePhalanxOutlineCorrect,0.8384879725085911,0.6872852233676976
MiddlePhalanxTW,0.5844155844155844,0.5194805194805194
MixedShapesRegularTrain,0.9731958762886598,0.968659793814433
MixedShapesSmallTrain,0.951340206185567,0.9488659793814433
MoteStrain,0.9600638977635783,0.9400958466453674
OliveOil,0.8666666666666667,0.5
OSULeaf,0.9669421487603306,0.9545454545454546
PhalangesOutlinesCorrect,0.7867132867132867,0.7412587412587412
Phoneme,0.26951476793248946,0.270042194092827
PigAirwayPressure,0.5865384615384616,0.5528846153846154
PigArtPressure,1.0,0.9855769230769231
PigCVP,0.9615384615384616,0.8990384615384616
Plane,1.0,1.0
PowerCons,0.9333333333333333,0.85
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.848780487804878
ProximalPhalanxOutlineCorrect,0.865979381443299,0.8281786941580757
ProximalPhalanxTW,0.7804878048780488,0.7707317073170732
RefrigerationDevices,0.5573333333333333,0.52
Rock,0.86,0.78
ScreenType,0.44533333333333336,0.47733333333333333
SemgHandGenderCh2,0.6616666666666666,0.5966666666666667
SemgHandMovementCh2,0.3088888888888889,0.30444444444444446
SemgHandSubjectCh2,0.7222222222222222,0.5666666666666667
ShapeletSim,0.9944444444444445,0.7777777777777778
ShapesAll,0.9066666666666666,0.8566666666666667
SmallKitchenAppliances,0.7493333333333333,0.7493333333333333
SmoothSubspace,0.7733333333333333,0.78
SonyAIBORobotSurface1,0.8868552412645591,0.8652246256239601
SonyAIBORobotSurface2,0.9580272822665268,0.8982161594963274
Strawberry,0.9675675675675676,0.9513513513513514
SwedishLeaf,0.96,0.9248
Symbols,0.9557788944723619,0.963819095477387
SyntheticControl,0.9866666666666667,0.9533333333333334
ToeSegmentation1,0.9605263157894737,0.9517543859649122
ToeSegmentation2,0.9076923076923077,0.9076923076923077
Trace,0.99,1.0
TwoLeadECG,0.9973661106233538,0.9587357330992098
TwoPatterns,0.97325,0.919
UMD,0.9722222222222222,0.8263888888888888
UWaveGestureLibraryX,0.7694025683975433,0.7261306532663316
UWaveGestureLibraryY,0.5999441652707984,0.5630932439977666
UWaveGestureLibraryZ,0.6867671691792295,0.6259073143495254
Wafer,0.9983776768332252,1.0
Wine,0.8148148148148148,0.7407407407407407
WordSynonyms,0.6677115987460815,0.5971786833855799
Worms,0.8051948051948052,0.7922077922077922
WormsTwoClass,0.8441558441558441,0.7922077922077922
Yoga,0.8453333333333334,0.7753333333333333
