,Minirocket,Minirocket_AUG
ACSF1,0.87,0.73
Adiac,0.7058823529411765,0.5473145780051151
ArrowHead,0.72,0.68
Beef,0.5666666666666667,0.5
BeetleFly,0.7,0.8
BirdChicken,0.9,0.85
BME,0.9066666666666666,0.8333333333333334
Car,0.7666666666666667,0.7
CBF,0.9677777777777777,0.9422222222222222
Chinatown,0.9008746355685131,0.9067055393586005
ChlorineConcentration,0.5986979166666667,0.5583333333333333
CinCECGTorso,0.7942028985507247,0.6789855072463769
Coffee,1.0,1.0
Computers,0.708,0.692
CricketX,0.5666666666666667,0.5641025641025641
CricketY,0.5435897435897435,0.5538461538461539
CricketZ,0.6205128205128205,0.5846153846153846
DiatomSizeReduction,0.9411764705882353,0.8790849673202614
DistalPhalanxOutlineAgeGroup,0.7050359712230215,0.762589928057554
DistalPhalanxOutlineCorrect,0.7862318840579711,0.7536231884057971
DistalPhalanxTW,0.6474820143884892,0.6474820143884892
Earthquakes,0.7410071942446043,0.7410071942446043
ECG200,0.83,0.84
ECG5000,0.9388888888888889,0.9248888888888889
ECGFiveDays,0.7793263646922184,0.70267131242741
EOGHorizontalSignal,0.569060773480663,0.5524861878453039
EOGVerticalSignal,0.425414364640884,0.4088397790055249
EthanolLevel,0.34,0.276
FaceAll,0.7538461538461538,0.7023668639053254
FaceFour,0.6477272727272727,0.4659090909090909
FacesUCR,0.7053658536585365,0.631219512195122
FiftyWords,0.5978021978021978,0.5626373626373626
Fish,0.7714285714285715,0.6457142857142857
FordA,0.9143939393939394,0.8901515151515151
FordB,0.7469135802469136,0.7197530864197531
FreezerRegularTrain,0.9989473684210526,0.9992982456140351
FreezerSmallTrain,0.9712280701754386,0.9610526315789474
GunPoint,0.9533333333333334,0.92
GunPointAgeSpan,0.9493670886075949,0.9145569620253164
GunPointMaleVersusFemale,0.990506329113924,0.9873417721518988
GunPointOldVersusYoung,0.9809523809523809,0.9714285714285714
Ham,0.638095238095238,0.5904761904761905
Haptics,0.4642857142857143,0.38961038961038963
Herring,0.546875,0.578125
HouseTwenty,0.9411764705882353,0.9411764705882353
InlineSkate,0.43636363636363634,0.40545454545454546
InsectEPGRegularTrain,0.9357429718875502,0.9156626506024096
InsectEPGSmallTrain,0.8514056224899599,0.8232931726907631
InsectWingbeatSound,0.5631313131313131,0.5510101010101011
ItalyPowerDemand,0.8950437317784257,0.8513119533527697
LargeKitchenAppliances,0.8506666666666667,0.8586666666666667
Lightning2,0.7213114754098361,0.7049180327868853
Lightning7,0.6712328767123288,0.6301369863013698
Mallat,0.9095948827292111,0.7872068230277186
Meat,0.9166666666666666,0.8333333333333334
MedicalImages,0.756578947368421,0.7092105263157895
MiddlePhalanxOutlineAgeGroup,0.6103896103896104,0.5974025974025974
MiddlePhalanxOutlineCorrect,0.7628865979381443,0.7319587628865979
MiddlePhalanxTW,0.5454545454545454,0.5714285714285714
MixedShapesRegularTrain,0.9150515463917526,0.8952577319587629
MixedShapesSmallTrain,0.8630927835051546,0.84
MoteStrain,0.8466453674121406,0.847444089456869
OliveOil,0.7333333333333333,0.6333333333333333
OSULeaf,0.6983471074380165,0.6528925619834711
PhalangesOutlinesCorrect,0.782051282051282,0.7412587412587412
Phoneme,0.2974683544303797,0.27742616033755274
PigAirwayPressure,0.3269230769230769,0.2403846153846154
PigArtPressure,0.8846153846153846,0.7019230769230769
PigCVP,0.5432692307692307,0.3173076923076923
Plane,0.9809523809523809,0.9809523809523809
PowerCons,0.8833333333333333,0.8777777777777778
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8341463414634146
ProximalPhalanxOutlineCorrect,0.852233676975945,0.8213058419243986
ProximalPhalanxTW,0.7609756097560976,0.7853658536585366
RefrigerationDevices,0.49866666666666665,0.5306666666666666
Rock,0.72,0.68
ScreenType,0.5253333333333333,0.4746666666666667
SemgHandGenderCh2,0.8716666666666667,0.835
SemgHandMovementCh2,0.6666666666666666,0.5244444444444445
SemgHandSubjectCh2,0.8111111111111111,0.7355555555555555
ShapeletSim,1.0,0.9611111111111111
ShapesAll,0.795,0.7216666666666667
SmallKitchenAppliances,0.8133333333333334,0.808
SmoothSubspace,0.8533333333333334,0.7466666666666667
SonyAIBORobotSurface1,0.8668885191347754,0.8585690515806988
SonyAIBORobotSurface2,0.9160545645330536,0.9275970619097587
Strawberry,0.9405405405405406,0.9
SwedishLeaf,0.8992,0.8672
Symbols,0.9537688442211055,0.9457286432160804
SyntheticControl,0.97,0.9533333333333334
ToeSegmentation1,0.8508771929824561,0.8552631578947368
ToeSegmentation2,0.7769230769230769,0.7538461538461538
Trace,1.0,0.99
TwoLeadECG,0.8463564530289728,0.8191395961369623
TwoPatterns,0.8475,0.8275
UMD,0.8888888888888888,0.9097222222222222
UWaveGestureLibraryX,0.7526521496370743,0.7381351200446677
UWaveGestureLibraryY,0.6912339475153545,0.6747627024008933
UWaveGestureLibraryZ,0.6998883305415968,0.6764377442769403
Wafer,0.9980532121998702,0.995944192083063
Wine,0.3888888888888889,0.46296296296296297
WordSynonyms,0.5454545454545454,0.5219435736677116
Worms,0.7272727272727273,0.7402597402597403
WormsTwoClass,0.8571428571428571,0.8441558441558441
Yoga,0.78,0.7026666666666667
