,Minirocket,Minirocket_AUG
ACSF1,0.91,0.89
Adiac,0.8209718670076727,0.7442455242966752
ArrowHead,0.8742857142857143,0.7885714285714286
Beef,0.8333333333333334,0.6
BeetleFly,0.85,0.9
BirdChicken,0.9,0.9
BME,0.9933333333333333,0.9866666666666667
Car,0.9166666666666666,0.9
CBF,0.9988888888888889,0.9922222222222222
Chinatown,0.9854227405247813,0.9795918367346939
ChlorineConcentration,0.7661458333333333,0.6471354166666666
CinCECGTorso,0.8695652173913043,0.808695652173913
Coffee,1.0,1.0
Computers,0.724,0.768
CricketX,0.8,0.7692307692307693
CricketY,0.8358974358974359,0.7974358974358975
CricketZ,0.823076923076923,0.8102564102564103
DiatomSizeReduction,0.9281045751633987,0.8725490196078431
DistalPhalanxOutlineAgeGroup,0.7482014388489209,0.7194244604316546
DistalPhalanxOutlineCorrect,0.7789855072463768,0.7789855072463768
DistalPhalanxTW,0.697841726618705,0.6762589928057554
Earthquakes,0.7410071942446043,0.7985611510791367
ECG200,0.92,0.91
ECG5000,0.9446666666666667,0.9426666666666667
ECGFiveDays,1.0,0.9895470383275261
EOGHorizontalSignal,0.6132596685082873,0.569060773480663
EOGVerticalSignal,0.5497237569060773,0.494475138121547
EthanolLevel,0.596,0.542
FaceAll,0.8071005917159764,0.8917159763313609
FaceFour,0.9886363636363636,0.9659090909090909
FacesUCR,0.9595121951219512,0.9473170731707317
FiftyWords,0.8307692307692308,0.8021978021978022
Fish,0.9714285714285714,0.9771428571428571
FordA,0.9462121212121212,0.9431818181818182
FordB,0.8012345679012346,0.7925925925925926
FreezerRegularTrain,0.9996491228070176,0.9996491228070176
FreezerSmallTrain,0.9757894736842105,0.9863157894736843
GunPoint,0.9933333333333333,0.9933333333333333
GunPointAgeSpan,0.9936708860759493,0.990506329113924
GunPointMaleVersusFemale,1.0,1.0
GunPointOldVersusYoung,0.9936507936507937,0.9873015873015873
Ham,0.6952380952380952,0.7523809523809524
Haptics,0.538961038961039,0.512987012987013
Herring,0.703125,0.75
HouseTwenty,0.9663865546218487,0.9663865546218487
InlineSkate,0.4709090909090909,0.4254545454545455
InsectEPGRegularTrain,0.9839357429718876,0.9959839357429718
InsectEPGSmallTrain,0.9357429718875502,0.9357429718875502
InsectWingbeatSound,0.6782828282828283,0.6101010101010101
ItalyPowerDemand,0.966958211856171,0.9514091350826045
LargeKitchenAppliances,0.8506666666666667,0.8933333333333333
Lightning2,0.7704918032786885,0.7540983606557377
Lightning7,0.7945205479452054,0.7397260273972602
Mallat,0.9449893390191898,0.897228144989339
Meat,0.9666666666666667,0.9166666666666666
MedicalImages,0.8052631578947368,0.7710526315789473
MiddlePhalanxOutlineAgeGroup,0.5584415584415584,0.525974025974026
MiddlePhalanxOutlineCorrect,0.8281786941580757,0.8316151202749141
MiddlePhalanxTW,0.525974025974026,0.5
MixedShapesRegularTrain,0.9723711340206186,0.9665979381443299
MixedShapesSmallTrain,0.9529896907216495,0.9364948453608247
MoteStrain,0.9297124600638977,0.9480830670926518
OliveOil,0.9333333333333333,0.8333333333333334
OSULeaf,0.9545454545454546,0.9586776859504132
PhalangesOutlinesCorrect,0.8344988344988346,0.8263403263403264
Phoneme,0.29377637130801687,0.2848101265822785
PigAirwayPressure,0.6682692307692307,0.5240384615384616
PigArtPressure,0.9855769230769231,0.9759615384615384
PigCVP,0.9423076923076923,0.9375
Plane,1.0,1.0
PowerCons,0.9777777777777777,0.9555555555555556
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8390243902439024
ProximalPhalanxOutlineCorrect,0.9037800687285223,0.9003436426116839
ProximalPhalanxTW,0.8,0.8
RefrigerationDevices,0.4746666666666667,0.4666666666666667
Rock,0.88,0.8
ScreenType,0.4666666666666667,0.4533333333333333
SemgHandGenderCh2,0.915,0.8466666666666667
SemgHandMovementCh2,0.6222222222222222,0.49333333333333335
SemgHandSubjectCh2,0.8577777777777778,0.7466666666666667
ShapeletSim,1.0,0.9222222222222223
ShapesAll,0.9233333333333333,0.9116666666666666
SmallKitchenAppliances,0.8373333333333334,0.824
SmoothSubspace,0.96,0.96
SonyAIBORobotSurface1,0.8951747088186356,0.8718801996672213
SonyAIBORobotSurface2,0.9150052465897167,0.9108079748163693
Strawberry,0.9783783783783784,0.972972972972973
SwedishLeaf,0.9664,0.9568
Symbols,0.9809045226130654,0.978894472361809
SyntheticControl,0.9833333333333333,0.97
ToeSegmentation1,0.956140350877193,0.9736842105263158
ToeSegmentation2,0.9230769230769231,0.8923076923076924
Trace,1.0,1.0
TwoLeadECG,0.9982440737489026,0.9982440737489026
TwoPatterns,0.99625,0.98875
UMD,0.9930555555555556,0.9861111111111112
UWaveGestureLibraryX,0.8467336683417085,0.8333333333333334
UWaveGestureLibraryY,0.7749860413176997,0.765214963707426
UWaveGestureLibraryZ,0.8015075376884422,0.7872696817420436
Wafer,0.9990266060999351,0.9998377676833226
Wine,0.8333333333333334,0.5740740740740741
WordSynonyms,0.7601880877742947,0.719435736677116
Worms,0.7402597402597403,0.7012987012987013
WormsTwoClass,0.8051948051948052,0.7402597402597403
Yoga,0.9106666666666666,0.8943333333333333
