,Minirocket,Minirocket_AUG
ACSF1,0.87,0.77
Adiac,0.7058823529411765,0.5217391304347826
ArrowHead,0.72,0.6857142857142857
Beef,0.5666666666666667,0.43333333333333335
BeetleFly,0.7,0.75
BirdChicken,0.9,0.9
BME,0.9066666666666666,0.8666666666666667
Car,0.7666666666666667,0.6833333333333333
CBF,0.9677777777777777,0.8422222222222222
Chinatown,0.9008746355685131,0.8192419825072886
ChlorineConcentration,0.5986979166666667,0.5546875
CinCECGTorso,0.7942028985507247,0.6405797101449275
Coffee,1.0,1.0
Computers,0.708,0.708
CricketX,0.5666666666666667,0.5564102564102564
CricketY,0.5435897435897435,0.5384615384615384
CricketZ,0.6205128205128205,0.5435897435897435
DiatomSizeReduction,0.9411764705882353,0.8398692810457516
DistalPhalanxOutlineAgeGroup,0.7050359712230215,0.6906474820143885
DistalPhalanxOutlineCorrect,0.7862318840579711,0.75
DistalPhalanxTW,0.6474820143884892,0.6330935251798561
Earthquakes,0.7410071942446043,0.7482014388489209
ECG200,0.83,0.82
ECG5000,0.9388888888888889,0.9231111111111111
ECGFiveDays,0.7793263646922184,0.6538908246225319
EOGHorizontalSignal,0.569060773480663,0.5220994475138122
EOGVerticalSignal,0.425414364640884,0.3701657458563536
EthanolLevel,0.34,0.228
FaceAll,0.7538461538461538,0.6680473372781065
FaceFour,0.6477272727272727,0.4318181818181818
FacesUCR,0.7053658536585365,0.6097560975609756
FiftyWords,0.5978021978021978,0.5428571428571428
Fish,0.7714285714285715,0.5485714285714286
FordA,0.9143939393939394,0.8916666666666667
FordB,0.7469135802469136,0.7086419753086419
FreezerRegularTrain,0.9989473684210526,0.9982456140350877
FreezerSmallTrain,0.9712280701754386,0.9322807017543859
GunPoint,0.9533333333333334,0.9266666666666666
GunPointAgeSpan,0.9493670886075949,0.9177215189873418
GunPointMaleVersusFemale,0.990506329113924,0.9873417721518988
GunPointOldVersusYoung,0.9809523809523809,0.9365079365079365
Ham,0.638095238095238,0.638095238095238
Haptics,0.4642857142857143,0.36038961038961037
Herring,0.546875,0.59375
HouseTwenty,0.9411764705882353,0.9159663865546218
InlineSkate,0.43636363636363634,0.4218181818181818
InsectEPGRegularTrain,0.9357429718875502,0.9236947791164659
InsectEPGSmallTrain,0.8514056224899599,0.8634538152610441
InsectWingbeatSound,0.5631313131313131,0.5242424242424243
ItalyPowerDemand,0.8950437317784257,0.8328474246841594
LargeKitchenAppliances,0.8506666666666667,0.8293333333333334
Lightning2,0.7213114754098361,0.7049180327868853
Lightning7,0.6712328767123288,0.5753424657534246
Mallat,0.9095948827292111,0.7884861407249467
Meat,0.9166666666666666,0.7
MedicalImages,0.756578947368421,0.7105263157894737
MiddlePhalanxOutlineAgeGroup,0.6103896103896104,0.6558441558441559
MiddlePhalanxOutlineCorrect,0.7628865979381443,0.7147766323024055
MiddlePhalanxTW,0.5454545454545454,0.5909090909090909
MixedShapesRegularTrain,0.9150515463917526,0.876701030927835
MixedShapesSmallTrain,0.8630927835051546,0.8247422680412371
MoteStrain,0.8466453674121406,0.792332268370607
OliveOil,0.7333333333333333,0.6
OSULeaf,0.6983471074380165,0.640495867768595
PhalangesOutlinesCorrect,0.782051282051282,0.7552447552447552
Phoneme,0.2974683544303797,0.25263713080168776
PigAirwayPressure,0.3269230769230769,0.1778846153846154
PigArtPressure,0.8846153846153846,0.6201923076923077
PigCVP,0.5432692307692307,0.3173076923076923
Plane,0.9809523809523809,0.9523809523809523
PowerCons,0.8833333333333333,0.8333333333333334
ProximalPhalanxOutlineAgeGroup,0.8536585365853658,0.8341463414634146
ProximalPhalanxOutlineCorrect,0.852233676975945,0.8316151202749141
ProximalPhalanxTW,0.7609756097560976,0.8048780487804879
RefrigerationDevices,0.49866666666666665,0.5066666666666667
Rock,0.72,0.5
ScreenType,0.5253333333333333,0.456
SemgHandGenderCh2,0.8716666666666667,0.805
SemgHandMovementCh2,0.6666666666666666,0.4711111111111111
SemgHandSubjectCh2,0.8111111111111111,0.6866666666666666
ShapeletSim,1.0,0.9722222222222222
ShapesAll,0.795,0.65
SmallKitchenAppliances,0.8133333333333334,0.7973333333333333
SmoothSubspace,0.8533333333333334,0.68
SonyAIBORobotSurface1,0.8668885191347754,0.8535773710482529
SonyAIBORobotSurface2,0.9160545645330536,0.9223504721930745
Strawberry,0.9405405405405406,0.8783783783783784
SwedishLeaf,0.8992,0.8288
Symbols,0.9537688442211055,0.9527638190954774
SyntheticControl,0.97,0.92
ToeSegmentation1,0.8508771929824561,0.8070175438596491
ToeSegmentation2,0.7769230769230769,0.7692307692307693
Trace,1.0,0.99
TwoLeadECG,0.8463564530289728,0.7884108867427568
TwoPatterns,0.8475,0.7755
UMD,0.8888888888888888,0.8541666666666666
UWaveGestureLibraryX,0.7526521496370743,0.69821328866555
UWaveGestureLibraryY,0.6912339475153545,0.6507537688442211
UWaveGestureLibraryZ,0.6998883305415968,0.6501954215522054
Wafer,0.9980532121998702,0.9967553536664504
Wine,0.3888888888888889,0.3333333333333333
WordSynonyms,0.5454545454545454,0.4827586206896552
Worms,0.7272727272727273,0.7272727272727273
WormsTwoClass,0.8571428571428571,0.8311688311688312
Yoga,0.78,0.6816666666666666
