,Minirocket,Minirocket_AUG
ACSF1,0.91,0.88
Adiac,0.8184143222506394,0.7749360613810742
ArrowHead,0.8571428571428571,0.7485714285714286
Beef,0.8333333333333334,0.7333333333333333
BeetleFly,0.85,0.8
BirdChicken,0.9,0.9
BME,1.0,0.9466666666666667
Car,0.9166666666666666,0.9166666666666666
CBF,0.9988888888888889,0.9933333333333333
Chinatown,0.9854227405247813,0.9650145772594753
ChlorineConcentration,0.7622395833333333,0.6669270833333333
CinCECGTorso,0.8673913043478261,0.7644927536231884
Coffee,1.0,1.0
Computers,0.732,0.732
CricketX,0.8076923076923077,0.7846153846153846
CricketY,0.841025641025641,0.7743589743589744
CricketZ,0.8205128205128205,0.7974358974358975
DiatomSizeReduction,0.9281045751633987,0.8366013071895425
DistalPhalanxOutlineAgeGroup,0.7266187050359713,0.7194244604316546
DistalPhalanxOutlineCorrect,0.7753623188405797,0.7789855072463768
DistalPhalanxTW,0.6834532374100719,0.6834532374100719
Earthquakes,0.7338129496402878,0.7769784172661871
ECG200,0.92,0.86
ECG5000,0.9442222222222222,0.9395555555555556
ECGFiveDays,1.0,0.9953542392566783
EOGHorizontalSignal,0.5773480662983426,0.5662983425414365
EOGVerticalSignal,0.5386740331491713,0.511049723756906
EthanolLevel,0.602,0.574
FaceAll,0.8029585798816568,0.8781065088757396
FaceFour,0.9886363636363636,0.9090909090909091
FacesUCR,0.9565853658536585,0.9458536585365853
FiftyWords,0.843956043956044,0.7956043956043956
Fish,0.9828571428571429,0.9828571428571429
FordA,0.9409090909090909,0.9492424242424242
FordB,0.8061728395061728,0.808641975308642
FreezerRegularTrain,0.9996491228070176,0.9992982456140351
FreezerSmallTrain,0.9712280701754386,0.9894736842105263
GunPoint,0.9933333333333333,0.98
GunPointAgeSpan,0.9968354430379747,0.990506329113924
GunPointMaleVersusFemale,1.0,1.0
GunPointOldVersusYoung,0.9936507936507937,0.9746031746031746
Ham,0.7333333333333333,0.7523809523809524
Haptics,0.5324675324675324,0.5292207792207793
Herring,0.6875,0.734375
HouseTwenty,0.9663865546218487,0.9747899159663865
InlineSkate,0.48,0.4090909090909091
InsectEPGRegularTrain,0.9919678714859438,0.9879518072289156
InsectEPGSmallTrain,0.9317269076305221,0.8995983935742972
InsectWingbeatSound,0.6737373737373737,0.6318181818181818
ItalyPowerDemand,0.9659863945578231,0.9523809523809523
LargeKitchenAppliances,0.88,0.8533333333333334
Lightning2,0.7540983606557377,0.7540983606557377
Lightning7,0.7808219178082192,0.7534246575342466
Mallat,0.9445628997867804,0.877185501066098
Meat,0.9666666666666667,0.9666666666666667
MedicalImages,0.7973684210526316,0.7671052631578947
MiddlePhalanxOutlineAgeGroup,0.5714285714285714,0.5454545454545454
MiddlePhalanxOutlineCorrect,0.8316151202749141,0.8384879725085911
MiddlePhalanxTW,0.5454545454545454,0.5454545454545454
MixedShapesRegularTrain,0.9727835051546392,0.9670103092783505
MixedShapesSmallTrain,0.9542268041237113,0.9385567010309278
MoteStrain,0.9257188498402555,0.9464856230031949
OliveOil,0.9333333333333333,0.8
OSULeaf,0.9545454545454546,0.9669421487603306
PhalangesOutlinesCorrect,0.8414918414918415,0.8251748251748252
Phoneme,0.2911392405063291,0.2779535864978903
PigAirwayPressure,0.6682692307692307,0.5
PigArtPressure,0.9807692307692307,0.9663461538461539
PigCVP,0.9423076923076923,0.9375
Plane,1.0,1.0
PowerCons,0.9722222222222222,0.95
ProximalPhalanxOutlineAgeGroup,0.8390243902439024,0.824390243902439
ProximalPhalanxOutlineCorrect,0.9037800687285223,0.8797250859106529
ProximalPhalanxTW,0.8097560975609757,0.8048780487804879
RefrigerationDevices,0.48,0.47733333333333333
Rock,0.88,0.82
ScreenType,0.4666666666666667,0.4266666666666667
SemgHandGenderCh2,0.92,0.8016666666666666
SemgHandMovementCh2,0.62,0.4444444444444444
SemgHandSubjectCh2,0.8622222222222222,0.7644444444444445
ShapeletSim,1.0,0.9555555555555556
ShapesAll,0.925,0.9033333333333333
SmallKitchenAppliances,0.8186666666666667,0.8026666666666666
SmoothSubspace,0.9533333333333334,0.9
SonyAIBORobotSurface1,0.891846921797005,0.870216306156406
SonyAIBORobotSurface2,0.912906610703043,0.9181532004197271
Strawberry,0.981081081081081,0.972972972972973
SwedishLeaf,0.9616,0.9456
Symbols,0.9829145728643216,0.9768844221105528
SyntheticControl,0.9833333333333333,0.9566666666666667
ToeSegmentation1,0.956140350877193,0.9605263157894737
ToeSegmentation2,0.9230769230769231,0.8846153846153846
Trace,1.0,1.0
TwoLeadECG,0.9982440737489026,0.9982440737489026
TwoPatterns,0.99675,0.98725
UMD,0.9930555555555556,0.9861111111111112
UWaveGestureLibraryX,0.847571189279732,0.8380792853154663
UWaveGestureLibraryY,0.7719151312116136,0.7627024008933556
UWaveGestureLibraryZ,0.800390843104411,0.7786152987158013
Wafer,0.9991888384166125,0.999675535366645
Wine,0.8518518518518519,0.8333333333333334
WordSynonyms,0.7539184952978056,0.6865203761755486
Worms,0.7272727272727273,0.7012987012987013
WormsTwoClass,0.7532467532467533,0.7792207792207793
Yoga,0.9086666666666666,0.8773333333333333
